,date_time,id,number
587135,2017/1/23 5:05,960112FF01031011,13.2
588188,2017/1/23 6:05,960112FF01031011,0.0
589229,2017/1/23 7:05,960112FF01031011,0.0
590353,2017/1/23 8:05,960112FF01031011,2.92
591729,2017/1/23 9:05,960112FF01031011,13.72
593120,2017/1/23 10:05,960112FF01031011,3.32
594514,2017/1/23 11:06,960112FF01031011,27.360001
595951,2017/1/23 12:06,960112FF01031011,2.88
597164,2017/1/23 13:06,960112FF01031011,0.92
598368,2017/1/23 14:06,960112FF01031011,12.4
599685,2017/1/23 15:06,960112FF01031011,19.959999
601076,2017/1/23 16:07,960112FF01031011,12.8
602576,2017/1/23 17:07,960112FF01031011,9.88
603848,2017/1/23 18:07,960112FF01031011,3.04
605064,2017/1/23 19:07,960112FF01031011,3.6
606224,2017/1/23 20:07,960112FF01031011,0.0
607394,2017/1/23 21:08,960112FF01031011,3.12
608535,2017/1/23 22:08,960112FF01031011,3.28
609569,2017/1/23 23:08,960112FF01031011,12.44
610633,2017/1/24 0:08,960112FF01031011,0.0
611797,2017/1/24 1:08,960112FF01031011,12.24
612849,2017/1/24 2:08,960112FF01031011,6.16
613919,2017/1/24 3:08,960112FF01031011,3.2
615059,2017/1/24 4:09,960112FF01031011,12.96
616130,2017/1/24 5:09,960112FF01031011,12.56
617130,2017/1/24 6:09,960112FF01031011,0.64
618233,2017/1/24 7:09,960112FF01031011,3.48
619501,2017/1/24 8:09,960112FF01031011,20.32
620873,2017/1/24 9:10,960112FF01031011,12.04
622273,2017/1/24 10:10,960112FF01031011,1.16
623679,2017/1/24 11:10,960112FF01031011,2.68
625180,2017/1/24 12:10,960112FF01031011,20.08
626541,2017/1/24 13:10,960112FF01031011,11.8
627860,2017/1/24 14:10,960112FF01031011,29.92
629228,2017/1/24 15:10,960112FF01031011,3.12
630655,2017/1/24 16:10,960112FF01031011,12.08
632070,2017/1/24 17:10,960112FF01031011,12.16
633314,2017/1/24 18:11,960112FF01031011,2.16
634550,2017/1/24 19:11,960112FF01031011,20.719998999999998
635801,2017/1/24 20:11,960112FF01031011,11.8
637065,2017/1/24 21:11,960112FF01031011,11.12
638223,2017/1/24 22:11,960112FF01031011,21.559998999999998
639375,2017/1/24 23:11,960112FF01031011,5.04
640467,2017/1/25 0:11,960112FF01031011,5.28
641566,2017/1/25 1:11,960112FF01031011,3.16
642628,2017/1/25 2:12,960112FF01031011,2.88
643755,2017/1/25 3:12,960112FF01031011,12.44
644821,2017/1/25 4:12,960112FF01031011,13.92
645912,2017/1/25 5:12,960112FF01031011,0.0
647040,2017/1/25 6:12,960112FF01031011,3.44
648150,2017/1/25 7:12,960112FF01031011,10.96
649320,2017/1/25 8:12,960112FF01031011,3.44
650706,2017/1/25 9:12,960112FF01031011,0.64
652077,2017/1/25 10:13,960112FF01031011,13.16
653402,2017/1/25 11:13,960112FF01031011,10.44
654708,2017/1/25 12:13,960112FF01031011,11.6
656074,2017/1/25 13:13,960112FF01031011,20.879998999999998
657333,2017/1/25 14:14,960112FF01031011,11.88
658563,2017/1/25 15:14,960112FF01031011,12.52
659865,2017/1/25 16:14,960112FF01031011,10.04
661165,2017/1/25 17:14,960112FF01031011,3.8
662414,2017/1/25 18:14,960112FF01031011,18.76
663737,2017/1/25 19:15,960112FF01031011,3.2
665027,2017/1/25 20:15,960112FF01031011,0.88
666305,2017/1/25 21:15,960112FF01031011,12.32
667535,2017/1/25 22:15,960112FF01031011,9.88
668720,2017/1/25 23:15,960112FF01031011,2.76
669898,2017/1/26 0:16,960112FF01031011,19.4
671121,2017/1/26 1:16,960112FF01031011,0.0
672362,2017/1/26 2:16,960112FF01031011,11.0
673533,2017/1/26 3:17,960112FF01031011,12.4
674692,2017/1/26 4:17,960112FF01031011,1.36
675905,2017/1/26 5:17,960112FF01031011,13.4
677123,2017/1/26 6:17,960112FF01031011,14.16
678430,2017/1/26 7:18,960112FF01031011,3.48
679627,2017/1/26 8:18,960112FF01031011,3.24
680856,2017/1/26 9:18,960112FF01031011,11.64
682100,2017/1/26 10:18,960112FF01031011,3.12
683336,2017/1/26 11:18,960112FF01031011,19.440001000000002
684570,2017/1/26 12:19,960112FF01031011,22.040001
685882,2017/1/26 13:19,960112FF01031011,10.48
687208,2017/1/26 14:19,960112FF01031011,13.4
688509,2017/1/26 15:19,960112FF01031011,19.32
689788,2017/1/26 16:19,960112FF01031011,20.959999
690994,2017/1/26 17:19,960112FF01031011,18.92
692284,2017/1/26 18:19,960112FF01031011,12.12
693583,2017/1/26 19:19,960112FF01031011,10.08
694793,2017/1/26 20:19,960112FF01031011,12.4
695958,2017/1/26 21:19,960112FF01031011,10.36
697074,2017/1/26 22:20,960112FF01031011,2.0
698305,2017/1/26 23:20,960112FF01031011,19.24
699471,2017/1/27 0:20,960112FF01031011,11.36
700568,2017/1/27 1:20,960112FF01031011,12.16
701720,2017/1/27 2:20,960112FF01031011,21.959999
702862,2017/1/27 3:20,960112FF01031011,4.28
703950,2017/1/27 4:21,960112FF01031011,11.6
705033,2017/1/27 5:21,960112FF01031011,13.24
706164,2017/1/27 6:21,960112FF01031011,0.0
707360,2017/1/27 7:21,960112FF01031011,3.6
708545,2017/1/27 8:21,960112FF01031011,3.56
709828,2017/1/27 9:21,960112FF01031011,12.52
710997,2017/1/27 10:21,960112FF01031011,3.04
712231,2017/1/27 11:22,960112FF01031011,3.32
713410,2017/1/27 12:22,960112FF01031011,28.92
714634,2017/1/27 13:22,960112FF01031011,12.48
715925,2017/1/27 14:22,960112FF01031011,9.68
717078,2017/1/27 15:22,960112FF01031011,30.76
718200,2017/1/27 16:22,960112FF01031011,27.92
719295,2017/1/27 17:23,960112FF01031011,2.76
720431,2017/1/27 18:23,960112FF01031011,19.08
721513,2017/1/27 19:23,960112FF01031011,0.0
722638,2017/1/27 20:23,960112FF01031011,0.64
723756,2017/1/27 21:23,960112FF01031011,12.24
724877,2017/1/27 22:23,960112FF01031011,17.92
725996,2017/1/27 23:23,960112FF01031011,2.96
727081,2017/1/28 0:24,960112FF01031011,3.2
728157,2017/1/28 1:24,960112FF01031011,3.28
729276,2017/1/28 2:24,960112FF01031011,12.68
730422,2017/1/28 3:24,960112FF01031011,21.84
731590,2017/1/28 4:24,960112FF01031011,0.0
732671,2017/1/28 5:24,960112FF01031011,19.32
733758,2017/1/28 6:24,960112FF01031011,22.24
734851,2017/1/28 7:25,960112FF01031011,10.56
735996,2017/1/28 8:25,960112FF01031011,11.88
737200,2017/1/28 9:25,960112FF01031011,9.4
738439,2017/1/28 10:25,960112FF01031011,3.76
739691,2017/1/28 11:26,960112FF01031011,10.2
740864,2017/1/28 12:26,960112FF01031011,22.559998999999998
742096,2017/1/28 13:26,960112FF01031011,11.28
743231,2017/1/28 14:26,960112FF01031011,23.52
744462,2017/1/28 15:26,960112FF01031011,29.24
745608,2017/1/28 16:27,960112FF01031011,14.56
746382,2017/1/28 17:08,960112FF01031011,3.6
747376,2017/1/28 18:08,960112FF01031011,19.639999
748369,2017/1/28 19:08,960112FF01031011,13.92
749709,2017/1/28 20:08,960112FF01031011,12.12
750955,2017/1/28 21:08,960112FF01031011,23.120001000000002
752330,2017/1/28 22:08,960112FF01031011,12.44
753619,2017/1/28 23:08,960112FF01031011,3.72
754750,2017/1/29 0:08,960112FF01031011,13.6
755972,2017/1/29 1:08,960112FF01031011,13.32
757147,2017/1/29 2:09,960112FF01031011,2.92
758194,2017/1/29 3:09,960112FF01031011,39.360001000000004
759347,2017/1/29 4:10,960112FF01031011,21.959999
760415,2017/1/29 5:10,960112FF01031011,10.12
761473,2017/1/29 6:10,960112FF01031011,13.4
762560,2017/1/29 7:10,960112FF01031011,29.120001000000002
763728,2017/1/29 8:10,960112FF01031011,0.0
764917,2017/1/29 9:10,960112FF01031011,38.240002000000004
765987,2017/1/29 10:11,960112FF01031011,12.2
767040,2017/1/29 11:11,960112FF01031011,10.64
768103,2017/1/29 12:11,960112FF01031011,35.240002000000004
769262,2017/1/29 13:11,960112FF01031011,24.68
770306,2017/1/29 14:12,960112FF01031011,25.559998999999998
771309,2017/1/29 15:12,960112FF01031011,25.16
772245,2017/1/29 16:12,960112FF01031011,21.120001000000002
773209,2017/1/29 17:12,960112FF01031011,24.84
774149,2017/1/29 18:12,960112FF01031011,19.879998999999998
774999,2017/1/29 19:12,960112FF01031011,3.48
775857,2017/1/29 20:12,960112FF01031011,23.120001000000002
776721,2017/1/29 21:12,960112FF01031011,4.56
777617,2017/1/29 22:13,960112FF01031011,3.04
778519,2017/1/29 23:13,960112FF01031011,30.0
779351,2017/1/30 0:13,960112FF01031011,11.84
780191,2017/1/30 1:13,960112FF01031011,30.08
780994,2017/1/30 2:13,960112FF01031011,13.44
781794,2017/1/30 3:14,960112FF01031011,3.04
782581,2017/1/30 4:14,960112FF01031011,22.719998999999998
783378,2017/1/30 5:14,960112FF01031011,12.68
784201,2017/1/30 6:14,960112FF01031011,3.68
785113,2017/1/30 7:14,960112FF01031011,13.32
786087,2017/1/30 8:14,960112FF01031011,12.08
787249,2017/1/30 9:14,960112FF01031011,22.719998999999998
788503,2017/1/30 10:14,960112FF01031011,12.08
789687,2017/1/30 11:14,960112FF01031011,0.0
790823,2017/1/30 12:15,960112FF01031011,27.92
791943,2017/1/30 13:15,960112FF01031011,12.84
793109,2017/1/30 14:15,960112FF01031011,0.92
794554,2017/1/30 15:15,960112FF01031011,12.0
796207,2017/1/30 16:15,960112FF01031011,10.08
797810,2017/1/30 17:15,960112FF01031011,2.48
799647,2017/1/30 18:15,960112FF01031011,28.6
800851,2017/1/30 19:15,960112FF01031011,3.96
802119,2017/1/30 20:15,960112FF01031011,38.279999
803246,2017/1/30 21:16,960112FF01031011,12.44
804382,2017/1/30 22:16,960112FF01031011,17.24
805428,2017/1/30 23:16,960112FF01031011,22.559998999999998
806456,2017/1/31 0:16,960112FF01031011,8.4
807547,2017/1/31 1:16,960112FF01031011,3.76
808522,2017/1/31 2:16,960112FF01031011,0.48
809367,2017/1/31 3:17,960112FF01031011,10.92
810171,2017/1/31 4:17,960112FF01031011,19.48
811029,2017/1/31 5:17,960112FF01031011,30.280001000000002
811893,2017/1/31 6:17,960112FF01031011,19.719998999999998
812752,2017/1/31 7:17,960112FF01031011,12.4
813583,2017/1/31 8:18,960112FF01031011,8.56
814581,2017/1/31 9:18,960112FF01031011,12.32
815605,2017/1/31 10:18,960112FF01031011,19.440001000000002
816579,2017/1/31 11:18,960112FF01031011,12.2
817532,2017/1/31 12:18,960112FF01031011,9.64
818463,2017/1/31 13:18,960112FF01031011,20.120001000000002
819446,2017/1/31 14:18,960112FF01031011,3.2
820366,2017/1/31 15:19,960112FF01031011,4.04
821284,2017/1/31 16:19,960112FF01031011,21.360001
822284,2017/1/31 17:19,960112FF01031011,12.44
823279,2017/1/31 18:19,960112FF01031011,0.0
824175,2017/1/31 19:19,960112FF01031011,19.92
825145,2017/1/31 20:19,960112FF01031011,3.28
826222,2017/1/31 21:20,960112FF01031011,13.32
827237,2017/1/31 22:20,960112FF01031011,11.96
828293,2017/1/31 23:20,960112FF01031011,0.0
829257,2017/2/1 0:20,960112FF01031011,12.04
830238,2017/2/1 1:20,960112FF01031011,21.4
831668,2017/2/1 2:20,960112FF01031011,3.08
833195,2017/2/1 3:21,960112FF01031011,13.36
834693,2017/2/1 4:21,960112FF01031011,11.48
