,date_time,id,number,sub_id
98,2017/1/1 0:00,960111FF01,76.639999,FF1009
120,2017/1/1 0:02,960111FF01,72.32,FF1009
144,2017/1/1 0:03,960111FF01,78.480003,FF1009
177,2017/1/1 0:05,960111FF01,70.08000200000001,FF1009
185,2017/1/1 0:06,960111FF01,75.959999,FF1009
245,2017/1/1 0:08,960111FF01,68.559998,FF1009
276,2017/1/1 0:11,960111FF01,64.480003,FF1009
308,2017/1/1 0:13,960111FF01,70.199997,FF1009
332,2017/1/1 0:14,960111FF01,78.68,FF1009
383,2017/1/1 0:17,960111FF01,73.480003,FF1009
413,2017/1/1 0:19,960111FF01,69.68,FF1009
457,2017/1/1 0:21,960111FF01,75.68,FF1009
469,2017/1/1 0:22,960111FF01,79.959999,FF1009
542,2017/1/1 0:26,960111FF01,73.639999,FF1009
557,2017/1/1 0:27,960111FF01,69.720001,FF1009
640,2017/1/1 0:30,960111FF01,75.760002,FF1009
657,2017/1/1 0:31,960111FF01,79.879997,FF1009
714,2017/1/1 0:35,960111FF01,68.800003,FF1009
808,2017/1/1 0:40,960111FF01,76.720001,FF1009
821,2017/1/1 0:40,960111FF01,83.760002,FF1009
909,2017/1/1 0:44,960111FF01,77.839996,FF1009
924,2017/1/1 0:45,960111FF01,71.0,FF1009
937,2017/1/1 0:45,960111FF01,66.800003,FF1009
957,2017/1/1 0:46,960111FF01,63.119999,FF1009
996,2017/1/1 0:49,960111FF01,71.959999,FF1009
1077,2017/1/1 0:54,960111FF01,66.160004,FF1009
1265,2017/1/1 1:01,960111FF01,74.239998,FF1009
1286,2017/1/1 1:02,960111FF01,78.08000200000001,FF1009
1306,2017/1/1 1:03,960111FF01,70.08000200000001,FF1009
1337,2017/1/1 1:06,960111FF01,66.879997,FF1009
1411,2017/1/1 1:10,960111FF01,73.160004,FF1009
1438,2017/1/1 1:12,960111FF01,66.480003,FF1009
1489,2017/1/1 1:16,960111FF01,72.400002,FF1009
1551,2017/1/1 1:20,960111FF01,77.120003,FF1009
1568,2017/1/1 1:21,960111FF01,69.32,FF1009
1599,2017/1/1 1:23,960111FF01,75.760002,FF1009
1692,2017/1/1 1:28,960111FF01,69.32,FF1009
1705,2017/1/1 1:28,960111FF01,74.91999799999999,FF1009
1733,2017/1/1 1:30,960111FF01,66.519997,FF1009
1785,2017/1/1 1:34,960111FF01,72.839996,FF1009
1816,2017/1/1 1:36,960111FF01,69.040001,FF1009
1925,2017/1/1 1:43,960111FF01,73.720001,FF1009
1963,2017/1/1 1:45,960111FF01,79.239998,FF1009
1982,2017/1/1 1:46,960111FF01,74.599998,FF1009
2005,2017/1/1 1:48,960111FF01,68.400002,FF1009
2018,2017/1/1 1:49,960111FF01,71.839996,FF1009
2031,2017/1/1 1:50,960111FF01,66.839996,FF1009
2062,2017/1/1 1:52,960111FF01,72.239998,FF1009
2093,2017/1/1 1:54,960111FF01,69.0,FF1009
2122,2017/1/1 1:56,960111FF01,72.120003,FF1009
2129,2017/1/1 1:57,960111FF01,66.040001,FF1009
2138,2017/1/1 1:57,960111FF01,69.879997,FF1009
2263,2017/1/1 2:01,960111FF01,75.760002,FF1009
2288,2017/1/1 2:03,960111FF01,72.32,FF1009
2325,2017/1/1 2:05,960111FF01,77.519997,FF1009
2336,2017/1/1 2:06,960111FF01,70.959999,FF1009
2350,2017/1/1 2:07,960111FF01,77.199997,FF1009
2393,2017/1/1 2:08,960111FF01,83.239998,FF1009
2422,2017/1/1 2:10,960111FF01,89.91999799999999,FF1009
2435,2017/1/1 2:10,960111FF01,85.879997,FF1009
2448,2017/1/1 2:11,960111FF01,79.480003,FF1009
2459,2017/1/1 2:12,960111FF01,74.519997,FF1009
2513,2017/1/1 2:15,960111FF01,68.800003,FF1009
2536,2017/1/1 2:17,960111FF01,72.040001,FF1009
2575,2017/1/1 2:19,960111FF01,78.879997,FF1009
2621,2017/1/1 2:21,960111FF01,70.120003,FF1009
2659,2017/1/1 2:24,960111FF01,64.360001,FF1009
2692,2017/1/1 2:25,960111FF01,67.519997,FF1009
2730,2017/1/1 2:28,960111FF01,73.559998,FF1009
2798,2017/1/1 2:30,960111FF01,70.0,FF1009
2857,2017/1/1 2:34,960111FF01,73.440002,FF1009
2917,2017/1/1 2:37,960111FF01,80.959999,FF1009
2950,2017/1/1 2:38,960111FF01,76.32,FF1009
2960,2017/1/1 2:39,960111FF01,72.08000200000001,FF1009
3006,2017/1/1 2:42,960111FF01,76.639999,FF1009
3018,2017/1/1 2:42,960111FF01,69.879997,FF1009
3108,2017/1/1 2:46,960111FF01,73.040001,FF1009
3127,2017/1/1 2:48,960111FF01,70.040001,FF1009
3178,2017/1/1 2:51,960111FF01,75.440002,FF1009
3185,2017/1/1 2:51,960111FF01,72.040001,FF1009
3251,2017/1/1 2:55,960111FF01,78.0,FF1009
3261,2017/1/1 2:56,960111FF01,74.0,FF1009
3389,2017/1/1 3:00,960111FF01,78.199997,FF1009
3415,2017/1/1 3:00,960111FF01,72.160004,FF1009
3476,2017/1/1 3:04,960111FF01,78.440002,FF1009
3487,2017/1/1 3:05,960111FF01,74.360001,FF1009
3577,2017/1/1 3:09,960111FF01,68.440002,FF1009
3586,2017/1/1 3:10,960111FF01,72.400002,FF1009
3621,2017/1/1 3:13,960111FF01,78.040001,FF1009
3640,2017/1/1 3:14,960111FF01,71.559998,FF1009
3664,2017/1/1 3:15,960111FF01,68.559998,FF1009
3674,2017/1/1 3:16,960111FF01,71.559998,FF1009
3747,2017/1/1 3:20,960111FF01,75.720001,FF1009
3777,2017/1/1 3:22,960111FF01,81.199997,FF1009
3801,2017/1/1 3:23,960111FF01,76.32,FF1009
3829,2017/1/1 3:25,960111FF01,71.879997,FF1009
3841,2017/1/1 3:25,960111FF01,68.68,FF1009
3956,2017/1/1 3:31,960111FF01,72.199997,FF1009
3984,2017/1/1 3:33,960111FF01,68.559998,FF1009
4016,2017/1/1 3:35,960111FF01,74.91999799999999,FF1009
4029,2017/1/1 3:36,960111FF01,67.08000200000001,FF1009
4109,2017/1/1 3:40,960111FF01,72.160004,FF1009
4126,2017/1/1 3:41,960111FF01,76.559998,FF1009
4158,2017/1/1 3:43,960111FF01,72.91999799999999,FF1009
4205,2017/1/1 3:45,960111FF01,66.879997,FF1009
4266,2017/1/1 3:49,960111FF01,73.279999,FF1009
4300,2017/1/1 3:51,960111FF01,69.480003,FF1009
4366,2017/1/1 3:55,960111FF01,74.839996,FF1009
4420,2017/1/1 3:59,960111FF01,81.480003,FF1009
4433,2017/1/1 3:59,960111FF01,77.120003,FF1009
4566,2017/1/1 4:03,960111FF01,82.68,FF1009
4591,2017/1/1 4:04,960111FF01,75.32,FF1009
4599,2017/1/1 4:05,960111FF01,71.720001,FF1009
4665,2017/1/1 4:08,960111FF01,67.879997,FF1009
4675,2017/1/1 4:08,960111FF01,73.800003,FF1009
4730,2017/1/1 4:13,960111FF01,78.480003,FF1009
4740,2017/1/1 4:13,960111FF01,71.599998,FF1009
4804,2017/1/1 4:17,960111FF01,77.360001,FF1009
4818,2017/1/1 4:18,960111FF01,73.839996,FF1009
4825,2017/1/1 4:18,960111FF01,68.120003,FF1009
4877,2017/1/1 4:21,960111FF01,72.0,FF1009
4889,2017/1/1 4:22,960111FF01,66.0,FF1009
4902,2017/1/1 4:23,960111FF01,69.800003,FF1009
4938,2017/1/1 4:26,960111FF01,76.480003,FF1009
4955,2017/1/1 4:26,960111FF01,73.040001,FF1009
5010,2017/1/1 4:28,960111FF01,68.32,FF1009
5058,2017/1/1 4:31,960111FF01,74.879997,FF1009
5068,2017/1/1 4:31,960111FF01,65.760002,FF1009
5108,2017/1/1 4:35,960111FF01,75.0,FF1009
5130,2017/1/1 4:36,960111FF01,71.599998,FF1009
5186,2017/1/1 4:39,960111FF01,74.800003,FF1009
5206,2017/1/1 4:40,960111FF01,69.120003,FF1009
5316,2017/1/1 4:46,960111FF01,72.199997,FF1009
5332,2017/1/1 4:47,960111FF01,75.91999799999999,FF1009
5373,2017/1/1 4:49,960111FF01,69.879997,FF1009
5399,2017/1/1 4:51,960111FF01,65.839996,FF1009
5413,2017/1/1 4:52,960111FF01,62.799999,FF1009
5428,2017/1/1 4:53,960111FF01,68.0,FF1009
5462,2017/1/1 4:55,960111FF01,72.480003,FF1009
5513,2017/1/1 4:58,960111FF01,66.68,FF1009
5625,2017/1/1 5:00,960111FF01,63.400002,FF1009
5660,2017/1/1 5:02,960111FF01,67.959999,FF1009
5684,2017/1/1 5:03,960111FF01,71.480003,FF1009
5762,2017/1/1 5:07,960111FF01,65.800003,FF1009
5776,2017/1/1 5:08,960111FF01,71.199997,FF1009
5825,2017/1/1 5:11,960111FF01,66.879997,FF1009
5833,2017/1/1 5:11,960111FF01,72.68,FF1009
5856,2017/1/1 5:12,960111FF01,67.959999,FF1009
5876,2017/1/1 5:14,960111FF01,73.279999,FF1009
5924,2017/1/1 5:16,960111FF01,69.040001,FF1009
5977,2017/1/1 5:19,960111FF01,65.279999,FF1009
6003,2017/1/1 5:20,960111FF01,71.08000200000001,FF1009
6041,2017/1/1 5:22,960111FF01,75.559998,FF1009
6078,2017/1/1 5:24,960111FF01,71.91999799999999,FF1009
6100,2017/1/1 5:25,960111FF01,66.0,FF1009
6193,2017/1/1 5:29,960111FF01,71.599998,FF1009
6203,2017/1/1 5:30,960111FF01,78.839996,FF1009
6234,2017/1/1 5:31,960111FF01,72.800003,FF1009
6269,2017/1/1 5:34,960111FF01,62.599998,FF1009
6288,2017/1/1 5:35,960111FF01,65.639999,FF1009
6349,2017/1/1 5:39,960111FF01,72.08000200000001,FF1009
6384,2017/1/1 5:40,960111FF01,68.0,FF1009
6442,2017/1/1 5:43,960111FF01,71.480003,FF1009
6453,2017/1/1 5:43,960111FF01,65.800003,FF1009
6519,2017/1/1 5:48,960111FF01,71.599998,FF1009
6557,2017/1/1 5:51,960111FF01,68.239998,FF1009
6580,2017/1/1 5:52,960111FF01,73.480003,FF1009
6590,2017/1/1 5:52,960111FF01,66.519997,FF1009
6609,2017/1/1 5:53,960111FF01,70.239998,FF1009
6637,2017/1/1 5:55,960111FF01,73.599998,FF1009
6662,2017/1/1 5:56,960111FF01,80.199997,FF1009
6673,2017/1/1 5:57,960111FF01,75.559998,FF1009
6707,2017/1/1 5:59,960111FF01,72.480003,FF1009
6872,2017/1/1 6:04,960111FF01,66.959999,FF1009
6888,2017/1/1 6:05,960111FF01,72.400002,FF1009
6992,2017/1/1 6:10,960111FF01,68.239998,FF1009
7002,2017/1/1 6:11,960111FF01,62.720001,FF1009
7040,2017/1/1 6:13,960111FF01,67.32,FF1009
7050,2017/1/1 6:13,960111FF01,71.91999799999999,FF1009
7068,2017/1/1 6:14,960111FF01,78.360001,FF1009
7139,2017/1/1 6:18,960111FF01,69.959999,FF1009
7176,2017/1/1 6:19,960111FF01,63.919998,FF1009
7217,2017/1/1 6:21,960111FF01,67.08000200000001,FF1009
7250,2017/1/1 6:23,960111FF01,72.839996,FF1009
7309,2017/1/1 6:27,960111FF01,69.440002,FF1009
7369,2017/1/1 6:29,960111FF01,63.560001,FF1009
7439,2017/1/1 6:33,960111FF01,77.400002,FF1009
7520,2017/1/1 6:37,960111FF01,65.360001,FF1009
7529,2017/1/1 6:38,960111FF01,68.599998,FF1009
7586,2017/1/1 6:42,960111FF01,75.440002,FF1009
7638,2017/1/1 6:44,960111FF01,71.839996,FF1009
7670,2017/1/1 6:45,960111FF01,68.120003,FF1009
7687,2017/1/1 6:46,960111FF01,62.639998999999996,FF1009
7724,2017/1/1 6:49,960111FF01,65.839996,FF1009
7754,2017/1/1 6:51,960111FF01,78.120003,FF1009
7793,2017/1/1 6:53,960111FF01,83.68,FF1009
7799,2017/1/1 6:54,960111FF01,73.440002,FF1009
7839,2017/1/1 6:56,960111FF01,66.32,FF1009
7857,2017/1/1 6:56,960111FF01,70.599998,FF1009
7877,2017/1/1 6:58,960111FF01,65.839996,FF1009
7993,2017/1/1 7:00,960111FF01,72.199997,FF1009
8046,2017/1/1 7:03,960111FF01,69.199997,FF1009
8081,2017/1/1 7:05,960111FF01,63.560001,FF1009
8093,2017/1/1 7:06,960111FF01,67.0,FF1009
8100,2017/1/1 7:06,960111FF01,71.0,FF1009
8163,2017/1/1 7:09,960111FF01,80.279999,FF1009
8194,2017/1/1 7:11,960111FF01,77.040001,FF1009
8209,2017/1/1 7:11,960111FF01,74.0,FF1009
8247,2017/1/1 7:14,960111FF01,70.91999799999999,FF1009
8260,2017/1/1 7:15,960111FF01,75.599998,FF1009
8295,2017/1/1 7:17,960111FF01,81.68,FF1009
8320,2017/1/1 7:18,960111FF01,88.360001,FF1009
8358,2017/1/1 7:20,960111FF01,77.400002,FF1009
8416,2017/1/1 7:23,960111FF01,71.480003,FF1009
8429,2017/1/1 7:24,960111FF01,68.32,FF1009
8448,2017/1/1 7:25,960111FF01,71.519997,FF1009
8490,2017/1/1 7:27,960111FF01,77.480003,FF1009
8562,2017/1/1 7:30,960111FF01,74.08000200000001,FF1009
8570,2017/1/1 7:30,960111FF01,68.559998,FF1009
8612,2017/1/1 7:33,960111FF01,63.080002,FF1009
8626,2017/1/1 7:34,960111FF01,67.400002,FF1009
8657,2017/1/1 7:36,960111FF01,71.040001,FF1009
8682,2017/1/1 7:37,960111FF01,77.559998,FF1009
8740,2017/1/1 7:39,960111FF01,73.879997,FF1009
8751,2017/1/1 7:39,960111FF01,81.199997,FF1009
8773,2017/1/1 7:41,960111FF01,75.959999,FF1009
8793,2017/1/1 7:42,960111FF01,69.959999,FF1009
8809,2017/1/1 7:43,960111FF01,62.959998999999996,FF1009
8816,2017/1/1 7:43,960111FF01,69.440002,FF1009
8873,2017/1/1 7:46,960111FF01,73.199997,FF1009
8909,2017/1/1 7:48,960111FF01,69.199997,FF1009
8937,2017/1/1 7:51,960111FF01,62.759997999999996,FF1009
8948,2017/1/1 7:51,960111FF01,74.839996,FF1009
8984,2017/1/1 7:53,960111FF01,83.199997,FF1009
9004,2017/1/1 7:54,960111FF01,86.559998,FF1009
9012,2017/1/1 7:55,960111FF01,92.599998,FF1009
9031,2017/1/1 7:57,960111FF01,84.120003,FF1009
9042,2017/1/1 7:58,960111FF01,80.040001,FF1009
9148,2017/1/1 8:00,960111FF01,87.559998,FF1009
9170,2017/1/1 8:00,960111FF01,72.199997,FF1009
9177,2017/1/1 8:01,960111FF01,75.279999,FF1009
9202,2017/1/1 8:03,960111FF01,82.199997,FF1009
9207,2017/1/1 8:03,960111FF01,78.68,FF1009
9224,2017/1/1 8:04,960111FF01,86.279999,FF1009
9231,2017/1/1 8:04,960111FF01,81.839996,FF1009
9238,2017/1/1 8:05,960111FF01,88.879997,FF1009
9273,2017/1/1 8:07,960111FF01,97.879997,FF1009
9310,2017/1/1 8:08,960111FF01,90.639999,FF1009
9322,2017/1/1 8:08,960111FF01,98.0,FF1009
9330,2017/1/1 8:09,960111FF01,101.08000200000001,FF1009
9343,2017/1/1 8:09,960111FF01,89.040001,FF1009
9358,2017/1/1 8:10,960111FF01,82.839996,FF1009
9401,2017/1/1 8:13,960111FF01,91.199997,FF1009
9441,2017/1/1 8:15,960111FF01,97.08000200000001,FF1009
9464,2017/1/1 8:17,960111FF01,102.480003,FF1009
9481,2017/1/1 8:18,960111FF01,96.400002,FF1009
9496,2017/1/1 8:19,960111FF01,101.839996,FF1009
9524,2017/1/1 8:20,960111FF01,105.559998,FF1009
9531,2017/1/1 8:21,960111FF01,97.639999,FF1009
9542,2017/1/1 8:22,960111FF01,90.120003,FF1009
9556,2017/1/1 8:22,960111FF01,99.08000200000001,FF1009
9589,2017/1/1 8:24,960111FF01,93.959999,FF1009
9604,2017/1/1 8:25,960111FF01,89.32,FF1009
9613,2017/1/1 8:26,960111FF01,86.160004,FF1009
9654,2017/1/1 8:28,960111FF01,91.279999,FF1009
9718,2017/1/1 8:30,960111FF01,99.599998,FF1009
9734,2017/1/1 8:31,960111FF01,106.040001,FF1009
9760,2017/1/1 8:33,960111FF01,101.760002,FF1009
9768,2017/1/1 8:33,960111FF01,104.800003,FF1009
9776,2017/1/1 8:34,960111FF01,98.599998,FF1009
